Dates,ABN NA Equity,ACA FP Equity,AIBG ID Equity,AZA SS Equity,BAMI IM Equity,BARC LN Equity,BBVA SQ Equity,BCP PL Equity,BCVN SE Equity,BG AV Equity,BGN IM Equity,BIRG ID Equity,BKT SQ Equity,BMPS IM Equity,BNP FP Equity,BPE IM Equity,BPSO IM Equity,CABK SQ Equity,CBK GY Equity,CMBN SE Equity,DANSKE DC Equity,DBK GY Equity,DNB NO Equity,EBS AV Equity,FBK IM Equity,GLE FP Equity,HSBA LN Equity,INGA NA Equity,INVP LN Equity,ISP IM Equity,JYSK DC Equity,KBC BB Equity,LLOY LN Equity,NDA FH Equity,NWG LN Equity,PEO PW Equity,PKO PW Equity,RBI AV Equity,RILBA DC Equity,SAB SQ Equity,SAN SQ Equity,SB1NO NO Equity,SEBA SS Equity,SHBA SS Equity,SPL PW Equity,STAN LN Equity,SWEDA SS Equity,SYDB DC Equity,UCG IM Equity
4/1/2020,5.0148,6.344,0.9465,83.35,1.176,82.86,2.727,0.1,78.9,23.6,18.91,1.665,2.331436527,23.254092,25.87,1.840442158,1.36,1.67,3.1,86.15,74.02,5.598,115.4,15.9,8.284,13.886,411.0,4.786,131.3366049,1.4348,160.1,41.78,28.27,4.972,115.2308224,54.02,22.2,12.97,373,0.4488,2.057061785,59.15,64.54,77.2153642,165.5,413.4,108.84,94.65,6.86
4/2/2020,5.3539,6.256,0.9125,81.85,1.208,81.62,2.674,0.094,79.4,23.4,19.07,1.686,2.282175648,23.670832,26.045,1.825550754,1.465,1.635,3.13,84.1,73.34,5.504,110.65,15.58,8.55,13.936,397.75,4.8145,135.6488703,1.4378,158.25,44.16,28.905,4.9045,112.4846673,54.02,21.83,13.04,373,0.4391,2.06185345,58.35,64.64,75.54843202,157.9,398.4,109.68,94.4,6.779
4/3/2020,5.1858,6.018,0.894,93,1.1865,80.24,2.748,0.0891,78.9,22.66,18.72,1.605,2.268206145,23.775017,24.735,1.816751288,1.4,1.6195,3.09,82.85,72.26,5.426,112.45,15.34,8.95,12.8,397.2,4.62,129.0867273,1.3292,157.2,41.52,27.725,4.88,109.5769737,53.4,21.85,12.93,367,0.426,2.009624301,58.45,63.76,73.40249634,152.5,406.4,107.88,93.15,6.54
4/6/2020,5.5351,6.244,0.9345,93.85,1.2155,86.56,2.971,0.0914,80.1,23.54,19.67,1.671,2.3527584,24.37929,25.645,1.851949152,1.476,1.71,3.327,85.85,73.34,5.887,115.1,16.42,9.154,13.972,414.7,5.05,137.6175132,1.4582,157.45,45.03,29.94,5.004,115.2846686,57.02,22.68,13.83,367.5,0.4375,2.140915922,62.1,67.44,75.79751384,172.9,421.1,110.34,92.8,7.107
4/7/2020,5.7046,6.7,1.055,94.45,1.2155,94.79,2.927,0.0967,80.2,26,20.6,1.758,2.47039632,24.58766,26.75,1.84450345,1.508,1.7425,3.499,88.25,75.92,6.205,116.0,17.8,9.312,14.598,419.6,5.287,150.0855849,1.469,157.85,47.07,31.22,5.276,124.438519,61.32,23.41,14.3,371,0.4497,2.154332584,66,70.0,79.95526422,176.6,434.1,113.56,93.2,7.35
4/8/2020,5.6278,6.716,1.06,96.9,1.185,92.65,2.959,0.0985,81.4,25.62,22.36,1.723,2.4262821,24.525149,26.955,1.753801262,1.592,1.7725,3.357,88.85,74.06,6.029,112.0,17.42,9.444,14.586,420.45,5.291,152.9448044,1.4492,153.9,48.27,31.86,5.179,124.1692881,55.5,21.91,14.32,371.5,0.4452,2.122228429,63.4,69.42,78.90145652,165.5,437.1,106.58,91.15,7.314
4/9/2020,5.7612,6.974,1.089,98.25,1.218,97.58,3.004,0.103,81.6,27.34,22.54,1.73,2.576270448,24.837704,28.405,1.770723312,1.546,1.744,3.397,89.15,74.06,6.119,112.0,18.05,9.442,15.022,428.85,5.411,156.5071106,1.445,153.9,48.54,33.39,5.203,131.9231378,55.76,22.68,15.23,371.5,0.4436,2.074790945,63.4,69.38,78.63321456,167.8,450.9,107.34,91.15,7.437
4/14/2020,5.4539,6.786,1.02,97.75,1.171,93.55,2.935,0.1063,82.9,27.2,22.98,1.608,2.643912252,24.566823,27.81,1.691528118,1.544,1.689,3.37,89.4,74.46,6.209,115.65,18.385,9.56,14.676,427.45,5.104,156.4602381,1.4062,154.15,46.64,31.785,5.316,123.7923648,56.58,23.2,15.18,368,0.4325,2.032624293,64.3,69.24,78.556574,172.5,424.2,110.62,92.4,7.1
4/15/2020,5.0032,6.234,0.9185,95.5,1.1025,87,2.731,0.0988,81.8,24.32,20.92,1.36,2.570388552,22.71233,25.82,1.56698183,1.44,1.6005,3.044,87.25,70.78,5.632,110.0,16.6,8.834,13.472,408.1,4.671,142.8203552,1.3484,154.35,43.01,29.745,5.003,112.3231288,54.3,22.14,14.36,363.5,0.4143,1.917624333,60.5,65.8,74.01562082,160.7,394.0,103.46,92.15,6.622
4/16/2020,5.0408,6.196,0.932,95.7,1.11,87.08,2.624,0.0959,82.6,23.2,21.18,1.353,2.55127239,22.524797,24.9,1.49929363,1.4,1.59,2.993,91.15,69.72,5.723,106.85,16.44,8.708,13.432,405.6,4.603,137.2894061,1.3602,152.85,43.74,29.435,4.831,111.7308208,53.78,22.04,13.93,359.5,0.3992,1.886574344,59.15,64.78,73.05761382,159.0,397.0,101.88,90.4,6.666
4/17/2020,5.1423,6.53,0.925,102,1.1115,90.71,2.664,0.0985,84.1,23.58,21.22,1.417,2.629207512,22.941537,25.47,1.514861916,1.413,1.6075,3.182,93.7,73.52,5.971,113.05,17.08,8.7,13.942,414.35,4.839,143.8984215,1.3762,157.2,44.78,30.45,5.096,114.3692836,54.54,21.93,14.31,365,0.3909,1.87775768,59.75,67.52,76.3531579,157.0,406.5,107.58,93.85,6.863
4/20/2020,4.964,6.516,0.922,105,1.112,91.01,2.658,0.0975,86.0,23.56,21,1.368,2.510099118,22.962374,25.695,1.51621568,1.449,1.6,3.201,90.5,73.02,5.908,110.7,16.89,8.732,13.94,417.95,4.742,149.1481359,1.383,161.7,44.15,30.12,5.093,114.1000527,54.94,22.13,14.3,368,0.3792,1.869707683,60.55,67.22,77.0237628,158.7,399.8,107.02,95.55,6.897
4/21/2020,4.6597,6.256,0.905,106.3,1.0755,86.51,2.479,0.092,85.1,22.78,20.18,1.33,2.407165938,22.50396,24.67,1.450558126,1.4,1.55,3.033,87.85,70.36,5.557,107.0,15.925,8.162,13.16,399.3,4.527,139.5392837,1.32,157.1,42.37,29.22,4.847,110.7077434,52.5,21.07,14.3,367,0.3636,1.792466043,58,64.42,74.57126488,152.0,381.5,103.68,92.45,6.59
4/22/2020,4.7031,6.476,0.96,106.8,1.0735,87.7,2.585,0.0939,85.2,23.3,20.48,1.366,2.495394378,22.29559,25.535,1.44852748,1.408,1.5335,3.088,86.65,72.08,5.649,110.0,16.745,8.758,13.512,405.6,4.7195,140.0548806,1.3382,161.25,45,29.915,5.017,112.7538982,51.3,21.22,14.79,359.5,0.3711,1.844024359,60.5,68.52,80.2809866,153.0,382.8,108,92.7,6.718
4/23/2020,4.7684,6.758,1.039,114.4,1.102,90.6,2.704,0.0964,85.7,24.96,20.62,1.55,2.588769477,22.858189,27.13,1.497262984,1.45,1.587,3.208,86.5,73.66,5.846,111.8,17.815,9.238,14.212,410.3,4.908,146.5701512,1.3844,167.15,46.62,30.425,5.206,114.6385144,50.3,21.26,15.1,378.5,0.3721,1.913791001,59.25,69.26,81.20067332,150.0,391.9,109.24,95.8,6.9
4/24/2020,4.5727,6.542,0.9875,112.7,1.062,88.61,2.593,0.0945,85.3,25,20.62,1.52,2.512304829,22.316427,26.3,1.43498984,1.428,1.5385,3.078,85.2,71.3,5.451,109.45,17.795,9.212,13.518,402.15,4.605,145.2577226,1.3438,162.3,44.5,29.735,5.081,112.6462058,49.31,20.82,14.8,372,0.35,1.824666032,56.75,68.34,80.472588,145.3,376.3,111.38,94.2,6.688
4/27/2020,4.7104,6.838,0.975,113.3,1.097,91.06,2.686,0.0938,86.9,27.72,22.22,1.55,2.5733295,22.816515,27.79,1.47560276,1.433,1.534,3.26,87.3,74.3,6.142,113.6,18.2,9.504,14.2,416.3,4.881,149.99184,1.3952,167.2,47.51,30.535,5.16,115.7692842,48.0,20.1,15.43,379.5,0.3488,1.887724343,59.05,70.18,82.71432438,145.2,383.1,112.28,96.7,6.969
4/28/2020,5.0365,7.258,1.1,115.6,1.1275,97.76,2.927,0.0959,87.5,28.76,22.5,1.787,2.7939006,23.358277,29.6,1.568335594,1.423,1.578,3.433,88.35,78.7,6.391,118.55,19.065,9.734,14.796,420.55,5.142,156.553983,1.4472,173.25,50.94,33.245,5.502,123.9000572,48.92,20.24,15.44,393,0.3544,1.977999312,67,72.62,85.3584237,150.4,389.9,113.62,98.65,7.228
4/29/2020,5.4061,7.746,1.325,118.8,1.156,110.18,3.162,0.101,87.2,30.22,23.1,1.964,2.8674243,23.441625,30.7,1.593380228,1.439,1.7115,3.646,92.35,83.98,7.155,124.3,20.52,10.21,15.606,428.5,5.379,167.0065394,1.4804,184.0,53.52,34.76,5.99,129.7154445,51.82,21.94,16.0,413.5,0.3726,2.074311779,65.8,79.36,89.094651,166.0,435.0,117.34,114.0,7.376
4/30/2020,5.0727,7.282,1.25,118.6,1.1135,105.9,2.987,0.102,85.3,31.02,22.66,1.843,2.767432068,23.212418,28.675,1.524338264,1.447,1.641,3.374,91.75,80.8,6.778,124.2,19.825,10.14,14.26,410.0,5.008,153.6947636,1.423,184.0,49.28,32.24,5.847,119.0539011,51.98,22.01,15.73,426,0.3781,1.952603488,65.15,80.34,86.5080321,163.0,407.5,115.36,113.3,7.029
5/4/2020,4.7379,6.902,1.172,115.2,1.0945,99.68,2.8,0.0975,84.0,29.92,22.02,1.726,2.635089408,22.816515,27.11,1.491847928,1.374,1.595,3.207,88.55,76.0,6.426,118.55,18.825,9.708,13.15,395.6,4.72,146.2889165,1.376,172.45,46.8,30.6,5.458,118.6231317,49.95,21.58,14.95,414,0.3528,1.87775768,62.1,73.72,80.43426772,151.3,390.3,108,107.7,6.634
5/5/2020,4.8452,7.166,1.131,120.1,1.116,103.4,2.8,0.0978,82.2,28.74,22.3,1.694,2.58803424,22.733167,28.21,1.4891404,1.421,1.596,3.304,88.9,75.16,6.547,118.65,19.25,9.86,13.324,401.2,4.847,151.3511411,1.451,169.5,47.72,30.58,5.622,121.423133,50.0,21.01,15.21,412,0.346,1.908041003,62.6,75.16,83.40408942,149.5,400.8,109.24,103.9,6.655
5/6/2020,4.7118,7.0,1.012,118.7,1.108,100.86,2.719,0.0955,82.0,28.3,21.98,1.622,2.507893407,22.649819,28,1.471541468,1.39,1.578,3.212,86.6,75.46,6.34,116.65,18.89,9.37,12.8,401.95,4.653,144.7421256,1.4202,176.3,47.7,30.17,5.504,116.5231307,49.25,20.6,15.34,415,0.3424,1.855907688,61.7,73.36,81.94791878,148.0,393.7,107.1,99.85,6.6
5/7/2020,4.8626,7.178,0.993,124.5,1.0925,105.42,2.693,0.0954,83.8,28.82,22.36,1.637,2.532156228,22.71233,28.495,1.43498984,1.371,1.6415,3.247,89.1,77.26,6.555,116.05,19.14,9.436,13.066,412.7,4.8935,149.2887533,1.4044,179.0,48.9,31.285,5.608,122.8769798,49.8,21,15.75,420,0.336,1.877374347,65.2,74.64,83.94057334,148.0,413.4,107.24,102.7,6.496
5/8/2020,4.9408,7.26,1.085,127,1.1475,105.42,2.727,0.0952,85.9,28.2,22.36,1.644,2.583622818,22.9207,28.815,1.447173716,1.383,1.65,3.244,89.0,77.26,6.537,118.1,19.61,9.678,13.268,412.7,5.07,149.2887533,1.414,179.0,48.81,31.285,5.623,122.8769798,49.91,21.06,15.83,420,0.3311,1.914749334,66.1,75.38,83.76813208,151.0,413.4,108.3,102.7,6.58
5/11/2020,4.8162,7.024,0.924,130,1.1595,102.6,2.647,0.0929,85.7,27.26,22.52,1.399,2.561565708,22.9207,28.1,1.430928548,1.4,1.655,3.203,88.7,75.86,6.365,116.55,19.695,9.99,12.91,411.0,4.931,142.1172684,1.4094,178.25,47.72,30.415,5.531,118.9462087,48.55,20.65,15.9,418,0.3088,1.860699353,62.75,74.34,84.95606076,145.7,404.8,106.28,105.1,6.615
5/12/2020,4.835,6.966,0.866,132.9,1.1535,102,2.662,0.0925,86.3,26.48,23.26,1.389,2.571859026,22.983211,27.82,1.4214522,1.381,1.629,3.214,87.1,75.4,6.506,119.5,19.395,10.5,12.694,410.5,5.061,141.1798194,1.4208,179.35,46.38,29.885,5.595,118.5692855,51.28,21.42,16.08,423,0.3119,1.873157682,64.75,75.38,86.08650902,150.8,401.6,106.22,106.2,6.656
5/13/2020,4.3944,6.788,0.917,132.5,1.1275,98.01,2.541,0.0888,85.9,26,22.78,1.335,2.498335326,23.254092,26.5,1.37407046,1.34,1.555,2.986,84.6,72.12,6.093,115.1,18.765,10.07,12.09,404.6,4.7885,138.7893245,1.3936,176.05,44.3,29.01,5.327,114.1538988,50.9,21.3,15.88,419.5,0.2873,1.795532709,61.7,71.74,80.31930688,155.5,389.9,101.8,105.6,6.4
5/14/2020,4.3828,6.696,0.974,131.7,1.1215,97.14,2.609,0.0854,83.0,26.16,22.22,1.424,2.552007627,23.233255,26.23,1.363240348,1.305,1.566,2.955,80.5,71.4,6.05,110.65,17.85,9.922,11.844,398.5,4.898,135.8363601,1.3836,172.3,40.8,28.615,5.21,113.29236,49.65,20.75,15.26,413,0.2988,1.79323271,60.55,70.56,78.8439761,151.4,388.1,101.18,105.8,6.284
5/15/2020,4.2336,6.808,0.9275,131,1.1155,97.45,2.578,0.0871,83.9,26.56,22.66,1.445,2.523333384,22.941537,26.54,1.358502174,1.285,1.522,2.883,79.85,71.98,5.941,114.0,17.84,10.06,11.766,399.7,4.899,141.6954164,1.3838,175.4,41.89,28.505,5.196,112.4308211,50.02,20.67,15.87,419,0.291,1.757391055,62.45,71.22,80.472588,148.2,387.0,102.02,105.0,6.213
5/18/2020,4.5466,7.224,0.977,134.3,1.1695,105.2,2.722,0.0934,84.6,28.14,23.34,1.54,2.585828529,23.108233,28.615,1.384900572,1.31,1.616,3.117,83.45,74.92,6.556,120.7,18.9,10.23,12.974,414.7,5.251,149.569988,1.4522,176.5,42.93,29.685,5.531,115.2308224,51.7,21.55,16.6,420.5,0.31,1.850541023,64,75.14,84.0172139,154.0,402.3,107.78,106.3,6.58
5/19/2020,4.6089,7.024,1.01,135.5,1.084,104.72,2.599,0.0917,85.7,26.56,22.8,1.558,2.541714309,21.712154,28.35,1.307736024,1.249,1.5485,3.278,84.25,74.62,6.585,120.05,18.46,9.856,12.356,411.5,5.19,153.0385493,1.4308,174.5,42.55,29.585,5.526,114.8538992,51.66,21.6,15.14,418.5,0.2732,1.747232726,63.4,75.42,82.73348452,152.2,410.8,107.16,105.7,6.491
5/20/2020,4.7437,7.066,1.013,134.6,1.0795,106.72,2.583,0.0935,86.6,27.76,22.94,1.632,2.614502772,21.420436,28.82,1.285060477,1.252,1.5595,3.378,84.95,76.82,6.854,122.45,18.665,10,12.726,412.75,5.335,151.0230339,1.439,175.75,45.44,29.865,5.624,114.9615915,51.44,21.64,15.25,423,0.2653,1.806266038,65.4,74.42,82.25448102,154.7,413.5,106,107.6,6.53
5/21/2020,4.5495,6.852,0.946,134.6,1.043,103.92,2.566,0.092,86.6,26.8,22.96,1.482,2.553478101,21.128718,28.285,1.260692725,1.227,1.5495,3.292,84.95,76.82,6.715,122.45,17.915,9.896,12.404,398.9,5.24,144.6015083,1.422,175.75,43.22,28.39,5.624,111.1385128,51.8,21.2,15.14,423,0.2631,1.780774381,65.4,74.42,82.25448102,152.9,391.5,106,107.6,6.45
5/22/2020,4.7249,6.892,0.9735,133.8,1.051,103.14,2.589,0.0907,86.6,27.54,22.82,1.525,2.70567216,21.337088,28.375,1.261708048,1.22,1.5575,3.304,83.6,76.82,6.691,119.1,17.95,10.165,12.44,379.0,5.23,136.0707224,1.4446,175.75,43.7,28.12,5.516,112.1615902,50.66,21.15,15.22,423,0.2691,1.816807701,62.8,74.56,83.21248802,149.1,382.0,106.8,107.6,6.73
5/25/2020,4.6814,7.03,0.9585,135.9,1.0615,103.14,2.65,0.0913,89.1,28.08,23.16,1.477,2.703466449,21.25374,28.905,1.265092458,1.21,1.59,3.336,86.5,75.96,6.9,122.15,18.09,10.16,12.544,379.0,5.326,136.0707224,1.4576,174.55,43.96,28.12,5.588,112.1615902,51.5,21.25,15.08,438.5,0.2775,1.855907688,64.75,75.74,83.26996844,152.1,382.0,108.02,105.3,6.772
5/26/2020,5.1394,7.592,1.052,138.8,1.1125,110.78,2.825,0.0968,90.8,29,23.18,1.677,2.883599514,21.87885,31,1.397084448,1.306,1.7175,3.538,89.3,81.12,7.504,128.85,19.655,10.215,13.424,387.65,5.69,145.7733195,1.5012,185.6,49.54,30.075,5.88,121.2077482,53.46,22.54,16.1,445.5,0.3069,1.96458265,68,78.8,84.0172139,166.0,401.0,113.02,111.0,7.073
5/27/2020,5.3843,7.994,1.13,140.9,1.1215,119.84,2.921,0.0998,89.6,30.42,23.56,1.797,2.966681295,22.879026,33.735,1.447850598,1.321,1.79,3.737,92.25,84.7,7.787,132.5,20.88,10.015,14.304,396.6,6.031,153.6478911,1.5384,188.65,51.48,31.815,6.136,129.3923674,55.42,23.15,16.3,461,0.3145,2.06041595,70.4,81.16,88.19412442,170.8,411.4,118.4,115.6,7.404
5/28/2020,5.3887,7.996,1.048,135.2,1.164,122.62,2.931,0.1011,89.4,30.46,24.46,1.706,2.92624326,24.275105,33.695,1.50606245,1.402,1.7665,3.763,95.55,85.14,7.83,133.4,20.65,10.595,13.916,384.35,6.045,153.7885085,1.5586,189.3,50.1,31.38,6.212,127.1308279,53.4,22.3,16.5,461,0.2973,2.043645123,71.05,83.32,87.61932022,169.1,392.1,121.62,117.4,7.665
5/29/2020,5.2249,7.824,0.999,138.2,1.1505,115.24,2.793,0.0985,93.4,29.7,24.36,1.617,2.801988207,27.400655,32.255,1.453265654,1.453,1.6795,3.501,94.95,82.98,7.531,132.2,19.765,10.505,13.232,370.1,5.806,136.6800642,1.5524,185.4,47.07,29.87,6.081,118.8385164,52.56,22.3,16.54,466,0.2706,1.952603488,72.15,81.72,85.39674398,162.8,368.4,118,117.1,7.666
6/1/2020,5.5771,8.016,1.021,143.5,1.2255,120.78,2.861,0.1002,93.4,29.7,24.62,1.67,2.862277641,27.817395,33.485,1.4891404,1.449,1.741,3.501,94.95,82.98,7.531,132.2,19.765,10.56,13.82,380.4,5.962,139.9142633,1.58,185.4,48.48,30.86,6.218,124.2231343,53.02,22.45,16.54,466,0.2866,1.986145143,72.15,83.8,85.95238804,165.0,400.3,120.56,117.1,7.906
6/2/2020,5.709,8.2,1.043,145.2,1.2455,119.5,3.005,0.1106,96.0,31.2,25.24,1.64,2.943888948,27.92158,34.48,1.51621568,1.46,1.8125,3.775,96.15,87.56,7.946,136.4,21.3,10.745,14.268,384.8,6.149,149.054391,1.625,188.15,49.11,31.93,6.418,129.8231368,52.4,22.06,16.95,471.5,0.2981,2.073353446,73.5,86.04,87.9450426,163.6,400.5,125.52,122.5,8.035
6/3/2020,5.9394,8.484,1.15,146,1.275,125.32,3.16,0.116,93.8,32.06,25.54,1.69,3.05123355,28.671712,36.15,1.564951184,1.502,1.9155,3.91,99.0,90.86,8.153,139.2,22.18,10.855,14.892,401.8,6.46,161.7099525,1.6732,196.9,52.02,33.76,6.692,135.1539085,54.48,22.55,17.36,480,0.3211,2.139478423,75.5,86.86,89.70777548,169.5,427.3,128,125.0,8.45
6/4/2020,6.0177,8.554,1.146,143.4,1.3305,123.52,3.212,0.1145,92.5,31.64,25.68,1.74,3.09534777,29.275985,36.02,1.565628066,1.565,1.906,3.973,96.1,90.74,8.318,139.25,22.92,11.025,15.266,399.4,6.563,164.1941924,1.6938,200.4,51.86,33.885,6.702,136.4462168,55.0,22.66,17.66,492.5,0.3218,2.174936744,75.55,86.0,89.094651,177.6,431.0,128.18,130.1,8.515
6/5/2020,6.525,9.096,1.265,144.4,1.4205,131.4,3.527,0.1169,94.3,33.04,26.28,1.885,3.341652165,31.04713,39.115,1.717926516,1.609,2.05,4.427,99.5,90.74,8.709,143.35,24.83,11.27,16.848,422.95,7.13,177.8340753,1.7728,200.4,53.14,35.545,6.825,147.9154529,57.3,23.57,18.61,492.5,0.3606,2.421707491,78.2,87.3,89.63113492,184.8,464.5,130.76,130.1,8.919
6/8/2020,6.5699,9.28,1.253,136.9,1.44,131.8,3.55,0.1201,94.0,33,26.44,2.024,3.540901392,32.380698,39.45,1.801183002,1.641,2.055,4.66,97.9,97.58,9.04,147.75,24.94,11.265,17.784,420.75,7.272,171.4125497,1.8034,210.8,54.1,36.88,6.956,151.1462236,60.0,24.48,18.64,507,0.3807,2.448540815,82.1,87.06,93.00331956,191.9,460.2,134.14,140.0,9.269
6/9/2020,6.2076,8.692,1.141,137.3,1.398,125.28,3.408,0.1189,92.4,31.88,25.76,1.866,3.412234917,30.734575,38.16,1.775461486,1.589,1.96,4.401,94.2,95.94,8.624,141.2,24.16,11.285,16.468,405.45,6.98,171.131315,1.72,209.5,53.6,35.225,6.842,141.4539114,58.14,24.24,18.14,497,0.366,2.396311667,79.15,85.9,90.6274622,187.0,442.8,131.18,131.9,8.925
6/10/2020,6.0264,8.578,1.133,135.1,1.3805,124,3.313,0.1195,90.9,31.22,26.04,1.748,3.27180465,30.692901,37.35,1.686113062,1.575,1.9415,4.38,94.1,94.1,8.745,141.75,23.29,11.68,15.78,400.55,6.864,169.3032894,1.7026,207.6,52.08,35.02,6.812,138.6539101,56.8,23.42,17.71,489,0.3583,2.329228357,76.7,84.18,92.52431606,182.0,450.0,131.3,129.4,8.63
6/11/2020,5.4959,8.056,1.023,131.4,1.2725,115,3.095,0.1125,88.1,29.26,24.5,1.622,3.093142059,28.463342,34.75,1.578488824,1.52,1.8635,4.044,90.9,89.08,8.134,134.4,21.73,11.58,14.302,376.25,6.282,156.3196208,1.6178,202.1,49.06,32.045,6.412,126.5385199,56.8,23.42,17.03,471,0.325,2.112645099,73.85,78.82,85.62666566,182.0,414.0,123.56,124.3,7.951
6/12/2020,5.5394,8.126,1.066,130.4,1.278,117.06,3.129,0.1125,88.1,30.62,25.36,1.647,3.115199169,29.567703,34.97,1.542614078,1.52,1.8585,4.16,90.25,87.86,8.278,134.7,22.5,11.58,14.766,380.35,6.372,157.2101973,1.622,200.2,49.07,31.93,6.442,127.8308282,54.06,22.57,17.26,462,0.327,2.120790929,73.2,78.28,85.37758384,173.7,426.9,123.22,123.6,7.942
6/15/2020,5.5278,8.06,1.092,132.1,1.2875,116.1,3.055,0.112,88.5,29.7,25.88,1.652,3.136521042,29.213474,34.295,1.5568286,1.547,1.884,4.135,93.8,87.36,8.25,130.0,22.54,11.68,14.408,376.2,6.277,155.194682,1.6266,199.25,49.25,31.53,6.322,127.3462126,52.54,21.76,16.99,465.5,0.3263,2.060895117,72.3,78.28,85.51170482,173.5,417.5,121.78,124.0,7.895
6/16/2020,5.9264,8.336,1.184,134.2,1.382,122.68,3.153,0.1164,91.2,31.02,26.5,1.84,3.223279008,30.547042,36.01,1.659037782,1.588,1.952,4.283,94.15,89.12,8.48,133.6,23.12,12.105,14.888,383.8,6.527,160.1162892,1.6992,204.4,51.24,33.15,6.491,134.1308311,56.1,23.23,17.15,470,0.3505,2.15624925,73.65,80.1,88.57732722,179.8,428.6,123.78,126.8,8.418
6/17/2020,5.8307,8.296,1.15,133.8,1.377,119.38,3.159,0.117,92.0,30.16,26.46,1.766,3.232101852,30.734575,35.955,1.625870564,1.572,1.95,4.231,93.95,89.44,8.436,131.75,22.5,12.415,14.696,382.05,6.55,155.8040238,1.7038,209.2,51.14,32.575,6.423,132.2462149,55.1,22.7,17.44,474,0.348,2.153374251,72.15,80.1,88.136644,182.6,425.0,121.58,127.4,8.398
6/18/2020,5.7336,8.236,1.129,133.2,1.352,118.64,3.101,0.1145,92.8,30.7,26.56,1.8,3.218867586,31.026293,35.815,1.581196352,1.63,1.9345,3.924,95.45,89.62,8.263,131.7,22,11.995,14.62,381.55,6.422,156.0383861,1.6858,202.1,51.1,32.43,6.321,131.9231378,55.22,23.09,17.53,474,0.3456,2.094915938,72,79.06,87.88756218,177.1,423.8,120.34,125.0,8.24
6/19/2020,5.6032,8.066,1.134,133.2,1.337,116.56,3.106,0.1145,92.5,31.42,26.28,1.783,3.193869528,30.984619,35.3,1.59744152,1.59,1.9165,3.852,95.75,89.22,8.342,130.85,21.7,12.105,14.374,391.4,6.207,159.6006923,1.6848,198.5,51.12,32.235,6.321,131.061599,54.94,23,17.25,468.5,0.3315,2.063290949,70.75,79.06,87.88756218,181.3,427.0,120.34,124.0,8.255
6/22/2020,5.5554,8.082,1.062,131.2,1.34,115.3,3.063,0.1119,93.0,30.52,26.52,1.718,3.12475725,30.83876,35.1,1.535845258,1.539,1.892,3.856,94.15,87.88,8.305,129.55,21.24,12.11,14.314,381.35,6.26,155.0071922,1.6824,195.4,51.42,31.645,6.234,129.7692907,53.84,22.5,16.77,474,0.3201,2.040770124,69.65,79.3,86.83375448,182.9,428.2,120.18,121.3,8.241
6/23/2020,5.8728,8.4,1.125,132.6,1.378,116.9,3.185,0.1149,91.8,31.94,26.86,1.86,3.224014245,33.13083,36.31,1.57375065,1.58,1.93,4.024,93.4,90.64,8.554,131.05,21.58,12.4,14.942,387.6,6.436,156.8820902,1.7114,199.1,52.24,32.745,6.416,133.0539076,56.4,23.6,16.85,475.5,0.333,2.141395089,69.95,80.96,87.9450426,186.8,430.6,122.38,123.5,8.427
6/24/2020,5.451,8.036,1.047,129.1,1.305,111.86,3.032,0.1105,91.5,30.12,25.74,1.748,3.079172556,32.29735,34.51,1.493878574,1.55,1.8545,3.782,93.1,88.92,8.122,130.0,20.27,11.905,14.262,380.8,6.105,147.6482175,1.6668,197.85,49.76,31.61,6.184,128.9077518,54.6,22.81,16.26,472,0.31,2.046040955,70.85,79.02,85.4542244,180.4,420.7,118.88,123.6,8.069
6/25/2020,5.6162,8.278,1.086,133.5,1.3345,112.62,3.071,0.11,90.4,30.7,26.04,1.779,3.119610591,34.276865,35.175,1.505385568,1.65,1.8875,3.922,92.0,88.66,8.388,129.6,20.86,12.035,14.756,384.35,6.243,153.741636,1.6848,194.1,51.88,31.62,6.269,129.4462136,54.2,22.82,16.4,473.5,0.3156,2.097311771,69.35,82.66,86.77627406,184.0,424.8,120.88,122.7,8.053
6/26/2020,5.3756,8.084,1.052,133.5,1.2845,110.98,2.998,0.1075,89.8,29.96,25.8,1.7,3.06593829,32.630742,34.485,1.470864586,1.661,1.846,3.755,91.9,87.04,8.133,128.0,20.61,11.815,14.484,380.25,6.02,146.9451308,1.66,189.85,50.52,31.085,6.085,127.6154435,52.82,22.37,16.21,465.5,0.3011,2.03310346,69.2,79.66,85.5500251,178.0,422.6,116.74,120.2,7.909
6/29/2020,5.6119,8.386,1.125,131.7,1.3615,114.5,3.082,0.108,91.1,30.26,26.58,1.838,3.123286776,33.672592,35.35,1.542614078,1.712,1.917,3.967,92.0,89.3,8.43,129.7,21.09,12.135,14.914,384.8,6.263,152.382335,1.702,196.3,51.3,31.255,6.221,130.5231372,53.26,22.7,16.05,470.5,0.3194,2.115040931,70.75,81.4,87.178637,180.1,439.2,121,123.5,8.259
6/30/2020,5.5554,8.428,1.12,132.3,1.328,114.42,3.064,0.107,92.1,30.74,26.66,1.825,3.121081065,32.859949,35.37,1.497262984,1.681,1.9005,3.967,92.55,88.28,8.464,127.1,20.95,12.015,14.8,378.6,6.198,151.3980135,1.7036,194.5,51.06,31.175,6.148,130.9539066,53.84,22.92,15.86,468.5,0.3091,2.083895109,69.9,80.7,84.72613908,175.4,440.1,119.4,123.0,8.188
